Name,Overall,Pace,Shooting,Passing,Dribbling,Defense,Physical
Zach Loyd,65,67,48,55,58,64,63
Kevin Pannewitz,65,43,54,66,65,60,63
Luis Gil,65,65,56,65,68,45,56
Nathan Cameron,65,66,35,47,38,65,67
Chris Hussey,65,70,39,62,64,58,66
Jamie Proctor,65,73,63,57,61,30,69
Gregg Wylde,65,91,53,60,66,45,64
Tom Parkes,65,60,32,51,53,62,78
Anton Zabolotnyy,65,64,65,47,55,20,69
Casper Sloth,65,65,62,59,67,52,58
Aridane,65,45,64,41,54,28,74
Mustapha Dumbuya,65,90,35,56,63,60,73
Alper Uludağ,65,73,60,60,65,62,69
Patrick Funk,65,68,52,60,62,63,70
Paolo Branduani,65,62,67,60,66,54,65
Frank Nouble,65,78,63,52,62,25,73
Łukasz Burliga,65,72,55,56,58,63,79
Lamar Neagle,65,78,64,58,66,55,68
José Pierre Vunguidica,65,72,63,49,62,22,69
Piotr Tomasik,65,55,44,65,62,65,67
Cedric Evina,65,82,45,62,67,58,78
Michael Schulze,65,71,45,58,63,62,67
Shane Ferguson,65,75,54,60,68,64,63
Chris Shields,65,52,54,58,57,62,77
Michael Marrone,65,64,31,53,60,64,67
Emil Wahlström,65,56,35,48,43,62,73
Han Sang Wun,65,69,60,69,67,37,67
Antonio García,65,74,41,53,58,64,66
Simen Rafn,65,76,49,62,64,52,65
César Valoyes,65,77,64,56,63,26,60
Kosuke Kikuchi,65,58,50,55,53,62,71
Christoph Menz,65,68,36,61,63,62,71
Fredrik Liverstam,65,53,38,42,41,63,75
Brad Inman,65,78,59,59,66,44,53
Mamoutou N'Diaye,65,69,50,59,63,62,71
Danny Andrew,65,71,47,65,62,61,63
Kevin Alston,65,76,49,55,61,62,72
Sakari Mattila,65,59,61,64,59,62,70
Mats Solheim,65,68,49,57,59,61,74
Jordan Bowery,65,79,61,49,63,26,70
Niklas Gunnarsson,65,68,49,55,52,62,75
Luke O'Neill,65,74,47,60,61,64,69
David Templeton,65,80,62,58,66,46,62
Joseph Mills,65,77,46,62,65,60,68
Troy Archibald-Henville,65,65,33,42,47,62,75
David Ball,65,71,63,51,65,26,57
Donal McDermott,65,80,58,59,66,32,58
Simone Salviato,65,71,51,54,56,62,78
Luca Castiglia,65,60,53,65,64,56,70
Jasmin Sudić,65,53,26,43,45,62,71
Peter Pawlett,65,85,58,60,66,26,68
Christer Gustafsson,65,68,59,62,62,51,78
Paul Taylor,65,79,59,55,71,26,58
Philippe Koch,65,73,39,53,58,63,65
Álvaro Fernández,65,69,60,65,68,51,58
Thomas Salamon,65,67,53,63,64,62,59
Nemanja Rnić,65,55,39,50,49,62,74
Randy Wolters,65,80,62,55,69,37,68
Ismail Ediev,65,67,44,56,56,64,67
Carlos Gutiérrez,65,76,53,61,67,60,60
Lee Kyu Ro,65,70,30,59,64,64,73
Jairo González,65,68,51,61,65,62,62
Andrew Jacobson,65,56,59,62,62,62,73
Tony Beltran,65,76,53,56,60,64,63
Christian Landu Landu,65,58,42,55,57,63,78
Gianluca Nijholt,65,56,64,67,65,54,66
Gavin Gunning,65,69,47,53,57,62,75
Christy Fagan,65,70,63,53,62,24,70
Gonzalo Zárate,65,68,61,63,68,22,56
Evandro,65,75,62,49,66,24,66
Sebastian Ryall,65,67,53,56,60,63,71
Alex Dyer,65,68,59,60,62,57,71
Juanmi Callejón,65,74,58,62,66,32,65
Léo Schwechlen,65,56,18,46,49,64,72
Ryan Dickson,65,72,42,58,63,62,70
Stéphane Tritz,65,69,34,50,52,62,66
Sal Zizzo,65,74,58,60,63,62,69
Kim Falkenberg,65,74,45,58,61,61,65
Peter Orry Larsen,65,64,62,62,64,61,74
Christian Ramsebner,65,36,36,32,44,65,73
Abu Ogogo,65,75,58,60,64,63,85
Tom Elliott,65,78,58,40,62,29,78
Błażej Augustyn,65,53,47,51,52,62,72
Christian Ribeiro,65,72,44,52,56,64,71
Johan Oremo,65,64,66,53,56,36,70
Nathan Burns,65,80,63,61,64,52,61
David Carney,65,66,62,61,65,57,64
Emir Bajrami,65,74,61,62,70,32,59
Yusuke Igawa,65,49,42,54,46,63,78
Nikolai Topor-Stanley,65,34,40,53,46,62,82
Sanad Ahmed Shrahilee,65,66,25,42,41,60,79
Park Won Jae,65,78,39,58,53,62,73
Anthony Annan,65,77,49,58,61,66,67
Reuben Reid,65,81,63,54,60,27,81
David Worrall,65,78,58,60,65,48,63
Stefan Maierhofer,65,34,69,41,45,50,83
Giuseppe Figliomeni,65,33,37,44,42,64,68
Karamoko Cissé,65,82,62,51,60,31,67
David Vrzogic,65,75,46,61,65,61,59
Ryan Taylor,65,57,63,57,63,35,76
Alexandre Raineau,65,59,47,60,62,65,70
Dominic Oduro,65,86,59,59,59,37,67
Tom Pope,65,59,64,53,55,33,82
Pablo Cáceres,65,68,46,56,55,64,69
Mathieu Ligoule,65,52,56,62,60,61,63
Antoine Ponroy,65,49,36,42,47,65,65
Luis Martínez,65,60,49,63,66,62,70
Kévin Das Neves,65,51,41,59,49,66,64
Barış Özbek,65,66,57,63,64,62,74
Markus Palionis,65,31,33,47,44,62,73
Ha Dae Sung,65,48,62,64,63,62,67
Grzegorz Piesio,65,70,56,61,62,46,74
Marc Burch,65,64,61,60,62,64,66
Timo Röttger,65,77,63,52,68,36,70
Jermaine Taylor,65,66,30,54,54,64,66
Paul Caddis,65,70,63,64,66,65,70
Cristiano Del Grosso,65,71,47,66,64,65,56
Elia Legati,65,59,40,40,43,65,74
Mohamed Fofana,65,54,37,52,44,64,65
Ed Upson,65,67,61,67,68,55,76
Conor Sammon,65,71,62,51,60,40,84
Romano Perticone,65,39,42,48,44,64,74
Joel Grant,65,86,58,59,67,32,60
Rory McArdle,65,54,22,44,42,63,74
Lawrie Wilson,65,77,46,54,62,62,64
Peter Hartley,65,49,32,51,46,64,73
Gary Liddle,65,51,45,56,56,63,73
Kjartan Finnbogason,65,65,65,46,56,23,74
Alf Mintzel,65,58,55,64,65,66,70
Anthony Grant,65,71,52,60,64,61,76
Alexandr Salugin,65,66,62,46,57,32,75
Denni Avdić,65,48,65,53,60,35,74
Karleigh Osborne,65,68,33,47,52,62,76
Kim Jae Sung,65,61,61,65,64,60,63
Jakub Tosik,65,62,46,56,58,63,84
Razak Boukari,65,77,61,60,65,28,56
Stephen Dawson,65,60,46,60,62,58,81
Andrea Esposito,65,39,24,31,42,64,80
Michele Troiano,65,62,51,62,55,60,80
Leon Barnett,65,62,32,43,48,63,74
Paul Robinson,65,42,38,46,47,64,70
Alan McCormack,65,40,48,62,59,61,70
Jonathan Forte,65,90,61,54,64,28,70
Mat Sadler,65,57,44,58,60,62,74
Antimo Iunco,65,75,63,65,71,19,61
Thiago Xavier,65,42,51,57,55,63,73
Anthony Gerrard,65,38,31,47,43,63,75
Knut Olav Rindarøy,65,79,50,56,61,62,68
Fabrizio Melara,65,67,51,61,64,47,70
Elsad Zverotić,65,70,55,60,63,64,76
Daniel Brückner,65,65,59,66,69,63,64
Luis Ricardo Esqueda,65,66,52,62,64,64,65
Lars Nilsson,65,76,64,60,64,31,58
Adam El-Abd,65,43,41,45,46,60,79
Hannu Patronen,65,52,44,43,45,64,69
Martin Ørnskov,65,54,57,64,61,66,78
Kim Chi Woo,65,72,55,70,59,60,65
Leon Clarke,65,61,64,52,58,31,80
Vadim Demidov,65,34,46,52,39,64,70
Jakub Wawrzyniak,65,45,45,61,62,67,73
Michael Doyle,65,49,54,56,54,63,79
Gabriel Zakuani,65,70,24,40,44,64,72
Daniel Fredheim Holm,65,66,61,67,68,47,68
Gareth Evans,65,83,62,58,64,54,80
Mathias Tauber,65,58,45,54,59,59,82
Markus Halsti,65,32,50,62,52,62,74
Jonathan Brison,65,62,50,65,60,65,62
Igor Udaliy,65,31,35,47,44,66,67
Pavel Pogrebnyak,65,42,64,58,59,31,76
Mauro Rosales,65,54,59,67,67,42,49
Ergin Keleş,65,69,62,59,68,45,67
Juan Quiroga,65,65,51,58,54,66,70
Dennis Flinta,65,53,47,51,55,63,78
Javier Restrepo,65,53,58,65,63,68,52
Ian Evatt,65,41,34,41,42,62,78
Richard Foster,65,83,25,57,60,60,71
Jamal Campbell-Ryce,65,79,53,59,66,22,61
Darren Potter,65,55,54,64,62,60,73
Ronny König,65,31,69,47,48,31,71
Chaouki Ben Saada,65,66,63,65,66,43,52
Anders Østli,65,49,46,50,53,63,75
Marc Richards,65,56,64,53,61,26,73
Adam Chambers,65,57,48,60,62,67,82
Alain Nef,65,30,30,44,30,65,64
Shola Ameobi,65,42,63,52,62,36,69
Joakim Karlsson,65,54,35,52,49,65,73
Alex Revell,65,51,65,48,55,31,82
Nathan Clarke,65,44,25,44,39,64,76
Marcus Edwards,65,75,57,60,71,30,44
Kyle Walker-Peters,65,79,36,54,63,63,61
Gedion Zelalem,65,65,49,66,67,44,54
Kévin N'Doram,65,50,29,47,49,68,70
Kevin Lejeune,65,65,55,69,65,50,64
Karim Guédé,65,54,65,55,54,57,85
Bakery Jatta,65,79,58,58,69,27,56
Dženis Burnić,65,75,44,63,69,58,63
Baïssama Sankoh,65,61,30,51,62,71,68
Chris Philipps,65,52,35,59,58,63,69
Karim Coulibaly,65,76,55,59,67,46,66
James Husband,65,69,42,52,63,63,63
Dominic Calvert-Lewin,65,80,64,47,66,30,62
Brad Smith,65,79,43,61,59,56,68
Férébory Doré,65,73,63,54,61,24,68
Baily Cargill,65,60,29,47,56,65,66
Ainsley Maitland-Niles,65,74,53,62,65,57,66
Marcel Hartel,65,71,57,61,72,31,51
Lee Ki Je,66,73,45,62,64,63,69
Chris Schuler,66,49,35,43,38,65,72
Tony Tchani,66,59,60,62,62,63,85
John Goossens,66,47,64,70,64,39,50
Benjaloud Youssouf,66,74,37,56,58,63,61
Danilson da Cruz,66,57,56,56,50,66,80
Tim Chow,66,65,56,61,63,61,70
Jean-Charles Castelletto,66,79,30,60,55,65,72
Burak Camoglu,66,83,35,57,70,59,55
Bobby Grant,66,77,62,64,66,35,65
Bryan Henning,66,68,38,55,64,60,68
Nicolas Gavory,66,72,53,67,64,56,65
Marco Tagbajumi,66,80,64,48,63,21,76
Cem Özdemir,66,69,64,66,66,38,61
Łukasz Sekulski,66,81,62,39,65,24,70
Saad Abdul-Salaam,66,80,28,54,59,64,76
Rasmus Schüller,66,62,54,61,65,56,64
Džengis Čavušević,66,64,65,56,58,42,73
Mateusz Lewandowski,66,77,53,60,62,58,73
Marcus Danielsson,66,61,27,42,44,65,72
Servando Carrasco,66,54,58,64,63,61,72
Riku Riski,66,81,63,61,68,46,60
Kim Dong Woo,66,60,34,46,50,64,76
Doneil Henry,66,63,44,49,48,63,75
Joakim Våge Nilsen,66,69,59,63,65,63,70
Fredrik Ulvestad,66,67,63,64,69,51,67
Torgeir Børven,66,72,64,51,66,31,61
Oliver Bozanic,66,75,64,65,67,56,58
Grigoris Kastanos,66,69,57,62,71,29,60
Ballou Tabla,66,78,59,59,73,38,54
Ahmed Yousef Zain,66,78,60,59,67,58,62
Cristian Dajome,66,78,60,57,67,18,64
Christopher Oikonomidis,66,67,63,62,68,49,58
Kevin van Veen,66,53,68,47,63,22,66
Léiner Escalante,66,74,63,51,69,21,65
Deian Boldor,66,49,29,45,49,66,68
Jarosław Jach,66,70,45,50,56,65,70
José Carlos,66,51,26,52,54,66,64
Brayan Angulo,66,81,56,63,68,32,49
Sulayman Marreh,66,52,31,50,51,64,73
Yamilson Rivera,66,88,63,52,70,21,63
Caolan Lavery,66,76,66,56,69,32,65
Nicolai Brock-Madsen,66,63,64,47,59,34,79
Riccardo Fiamozzi,66,82,48,61,64,60,75
Charalampos Lykogiannis,66,73,67,63,61,63,71
Mohammed Saeid,66,71,53,69,70,55,61
Amari'i Bell,66,83,42,53,66,60,67
Philipp Klement,66,54,61,68,72,40,55
Vitaliy Ustinov,66,77,29,57,60,63,62
Thomas Schrammel,66,74,53,62,63,64,69
Matty Lund,66,68,58,61,59,63,70
Leandrinho,66,77,60,55,71,24,57
Ronnie Schwartz,66,71,67,55,64,27,65
Dean Bowditch,66,68,64,62,67,48,62
Armando Sadiku,66,76,66,42,61,33,64
Christoph Knasmüllner,66,70,54,65,68,27,63
Luis Tipton,66,76,47,61,60,62,74
Rémi Mulumba,66,60,58,66,63,60,69
Oviemuno Ejaria,66,73,57,64,68,44,65
Borja Herrera,66,73,57,62,70,60,61
Patrick Kammerbauer,66,82,48,63,69,60,70
Abdulrahman Al Obaid,66,80,58,61,63,60,67
César Carrillo,66,65,41,59,61,64,67
Carlos Blanco,66,50,39,51,52,66,67
İlhan Depe,66,78,44,61,71,26,55
Yorleys Mena,66,69,65,48,62,28,68
Eero Markkanen,66,63,65,49,53,31,79
Mauricio Restrepo,66,56,46,63,67,64,66
Ismael Tajouri,66,86,66,60,70,29,43
Lee Evans,66,55,62,63,63,55,70
Giliano Wijnaldum,66,72,49,59,68,64,68
Marco Meilinger,66,75,64,64,66,31,63
Eric Larsson,66,78,51,61,63,59,69
Sean Raggett,66,66,30,39,41,64,76
Raheem Edwards,66,84,52,60,67,57,63
Mateus Gonçalves,66,81,62,55,73,28,41
Shuhei Akasaki,66,64,64,60,66,30,65
Kosuke Taketomi,66,64,66,64,67,37,59
Taisuke Nakamura,66,68,28,56,57,65,68
Rafa Mir,66,65,66,54,59,39,56
Hildeberto Pereira,66,85,58,59,72,62,74
Marco Tagbajumi,66,80,64,48,63,21,76
Philipp Ochs,66,73,60,63,68,46,56
Ángel,66,79,58,57,64,62,64
Reece Oxford,66,72,33,50,52,65,67
Luis Tipton,66,76,47,61,60,62,74
Óliver Benítez,66,52,32,38,34,66,73
Joe Dodoo,66,80,64,55,65,42,66
Jonathan Ring,66,78,55,61,68,44,61
Michael O'Halloran,66,93,61,56,64,32,63
Marco Ureña,66,83,62,58,71,42,64
Gerson,66,58,41,52,55,62,77
Zeli Ismail,66,86,50,59,71,22,53
Patrick McEleney,66,75,62,61,70,51,54
Terry Antonis,66,67,60,65,67,57,63
Billy Bodin,66,76,65,61,68,42,56
Jorge Enríquez,66,53,57,58,57,68,73
Jonas Acquistapace,66,64,31,48,38,65,73
Ben Pringle,66,63,64,66,65,46,66
Athanasios Papazoglou,66,38,66,52,55,24,78
Danny Rowe,66,84,59,59,67,29,60
Lim Jong Eun,66,64,38,45,55,65,71
Paddy Madden,66,76,65,52,63,31,70
Damien McCrory,66,66,52,59,56,63,79
Omar Mendoza,66,70,32,55,61,64,72
Taijo Teniste,66,77,43,57,65,59,67
Greg Bolger,66,52,61,62,61,58,80
Tom Høgli,66,60,46,57,57,67,67
Peter Clarke,66,36,38,45,42,65,78
Darren Mattocks,66,91,64,55,65,22,66
Mergim Berisha,66,77,70,64,65,25,68
Joaquín Ardaiz,66,69,66,50,62,19,70
Shaquell Kwame Moore,66,80,51,55,64,60,67
Kim Gun Hee,66,72,61,54,66,35,68
Romário Baldé,66,77,64,55,72,29,65
Christopher Oikonomidis,66,67,63,62,68,49,58
Maximiliano Rolón,66,76,62,58,67,30,48
Shane O'Neill,66,72,53,57,60,62,75
Frederik Holst,66,80,44,60,62,61,64
Terell Ondaan,66,88,62,54,70,33,67
Kévin Mayi,66,86,61,52,65,23,63
Herolind Shala,66,75,63,62,72,53,60
Park Jin Po,66,80,52,58,64,64,70
Abdenasser El Khayati,66,69,65,60,67,31,61
Adam Straith,66,64,34,50,52,64,76
Alexandr Prudnikov,66,69,66,56,62,28,71
Calero,66,60,27,46,46,67,64
Dimitris Limnios,66,79,66,60,73,26,51
Cleylton Santos,66,40,30,38,42,65,75
Ivan Lapshov,66,67,42,59,52,65,68
Raphael Dwamena,66,78,64,52,64,20,64
Abdelkarim Fadlalla,66,69,59,62,60,63,77
Dylan Batubinsika,66,65,28,45,47,63,76
Michal Sáček,66,71,48,63,66,62,56
Steffen Schäfer,66,62,27,45,47,65,68
Pavel Karasev,66,64,60,63,63,66,63
Khasan Mamtov,66,53,67,49,64,32,57
Bhongolwethu Jayiya,66,77,71,55,67,36,55
Vitaliy Shakhov,66,56,37,44,44,67,69
Michal Faško,66,83,57,68,72,61,62
Tracy Mpati,66,77,37,56,67,63,66
Manuel Farrona Pulido,66,84,51,57,70,22,50
Marius Sowislo,66,53,62,59,62,57,73
Michel Niemeyer,66,73,57,58,67,36,56
Rene Eckardt,66,67,59,65,64,42,61
Benjamin Girth,66,72,64,45,63,20,58
Philip Türpitz,66,79,57,60,67,33,61
Jamil Dem,66,74,43,51,52,66,80
Martin Röser,66,81,60,65,64,35,62
Patrick Herrmann,66,71,23,51,56,65,71
Davy Frick,66,58,54,59,62,59,69
Marcel Bär,66,70,55,63,65,36,59
Sebastian Vasiliadis,66,76,49,63,64,43,63
Philipp Hoffmann,66,90,64,57,63,30,64
Cauly Oliveira Souza,66,75,58,62,70,32,52
Sean Raggett,66,66,30,39,41,64,76
Felix Beijmo,66,83,37,51,59,60,71
Jack Elliott,66,59,24,44,47,65,72
Albert Guðmundsson,66,72,60,62,69,38,56
Uriel Antuna,66,77,52,61,69,34,44
Kazuya Yamamura,66,63,63,66,65,64,76
Mitsunari Musaka,66,66,62,66,64,58,62
Ken Tokura,66,70,68,46,60,20,70
Christian Luyindama,66,64,36,50,52,66,80
Thomas Ephestion,66,68,54,62,65,57,71
Oussama Haddadi,66,60,37,58,61,68,68
Victor Massaia,66,45,30,38,42,67,72
Marc Van Heerden,66,68,42,59,62,64,67
Mircea Axente,66,72,66,54,62,24,69
Ian Harkes,66,66,64,62,65,58,73
Grigoris Kastanos,66,69,57,62,71,29,60
Julian Gressel,66,66,60,63,65,59,75
Juan Foyth,66,72,43,51,66,66,65
Lalas Abubakar,66,62,32,44,47,64,75
Anier Figueroa,66,66,42,31,52,66,65
Dante Rigo,66,64,56,72,69,41,47
Robin Koch,66,59,34,49,51,65,68
Arnaud Nordin,66,78,67,60,66,31,52
Marko Mirić,66,59,68,64,63,32,65
Oviemuno Ejaria,66,73,57,64,68,44,65
Pelle Clement,66,73,62,60,69,44,62
Miladin Stevanović,66,68,34,49,57,66,72
Sebastián Gorga,66,70,29,37,45,66,71
Ryan Sessegnon,66,82,59,61,66,59,60
Borja Herrera,66,73,57,62,70,60,61
Milan Massop,66,64,32,51,61,66,72
Dejan Trajkovski,66,70,34,56,65,61,65
Benito,66,73,58,61,66,29,48
Nikola Dovedan,66,76,63,63,70,29,55
Pedro Pinto,66,56,32,43,55,65,70
Patrick Kammerbauer,66,82,48,63,69,60,70
Riyaad Norodien,66,81,50,60,71,22,42
Wout Faes,66,62,30,51,55,63,70
Arthur Yannick Gomis,66,81,64,44,62,25,57
Aleksandar Sedlar,66,50,28,45,42,67,73
Raheem Edwards,66,84,52,60,67,57,63
Aleksandar Šćekić,66,52,41,57,61,65,70
Taha Yalçıner,66,64,45,58,64,66,65
Benny,66,75,47,65,68,44,52
Mo El Hankouri,66,81,57,64,70,37,52
Valentin Rosier,66,70,34,54,63,66,64
Joakim Mæhle,66,86,47,50,64,62,70
Mateus Gonçalves,66,81,62,55,73,28,41
Guillaume Heinry,66,63,63,70,62,63,61
Serge N'Guessan,66,58,56,60,67,55,56
Cem Özdemir,66,69,64,66,66,38,61
Peter Kurzweg,66,85,44,63,64,57,67
Myziane Maolida,66,77,64,50,71,20,55
Simon Skarlatidis,66,79,62,62,69,25,52
Louis Samson,66,66,40,54,60,67,71
Carel Eiting,66,65,46,66,65,59,67
Keanu Staude,66,74,59,58,72,45,50
Tamás Szántó,66,71,62,62,67,61,68
Robert Piris Da Motta,66,64,39,56,60,66,74
Ben Brereton,66,86,64,46,68,34,62
Ballou Tabla,66,78,59,59,73,38,54
Aron Sigurðarson,66,79,61,61,69,33,55
Alexis Vega,66,76,64,54,69,23,69
Shuhei Akasaki,66,64,64,60,66,30,65
Yuma Suzuki,66,72,62,53,63,37,64
Saeid Ezatolahi,66,63,56,62,61,59,66
Riki Harakawa,66,80,59,64,70,54,61
Joe Riley,66,77,39,60,65,60,65
Thomas Verhaar,66,57,71,68,69,22,60
Sherel Floranus,66,86,44,56,67,60,68
Iván González,66,69,47,50,53,64,74
Tyler Adams,66,76,35,56,68,62,71
Kosuke Taketomi,66,64,66,64,67,37,59
Akimi Barada,66,65,56,59,58,60,68
Hidekazu Otani,66,55,33,59,53,62,61
Christoph Monschein,66,80,66,42,65,16,60
Atsutaka Nakamura,66,65,55,62,73,27,50
Shuto Yamamoto,66,58,45,65,66,64,68
Keigo Higashi,66,66,64,64,63,45,68
Hiroki Kawano,66,64,61,61,68,61,59
Jun Amano,66,73,54,65,68,43,68
Yoshiki Takahashi,66,56,56,56,62,64,68
Lautaro Geminiani,66,76,33,54,65,62,64
Taisuke Nakamura,66,68,28,56,57,65,68
Koki Yonekura,66,50,32,51,55,69,63
Diego Zabala,66,69,62,66,68,39,58
Yūki Mutō,66,73,68,63,66,31,59
Tsukasa Umesaki,66,66,64,65,68,39,56
Park Tae Hong,66,67,27,38,45,68,68
Heo Young Joon,66,69,64,60,66,28,62
Carlos Peralta,66,70,62,44,64,23,56
Konstantinos Tsimikas,66,77,53,65,65,61,67
Juan David Ríos,66,71,54,62,64,61,68
Kyle Fisher,66,77,27,43,42,61,82
Keegan Rosenberry,66,74,45,59,64,63,68
Jonathan Campbell,66,52,25,51,37,64,73
Joni Montiel,66,59,55,59,66,36,44
Álvaro Tejero,66,76,50,54,65,62,61
Quentin Boisgard,66,67,57,68,65,43,61
Maximilian Wöber,66,69,37,54,54,64,73
Iván Ochoa,66,67,47,66,65,64,65
Yilton Díaz,66,84,59,57,66,32,65
Thibang Phete,66,57,55,54,68,66,70
Rafa Mir,66,65,66,54,59,39,56
Jamie Hopcutt,66,78,64,53,68,34,62
Dennis Widgren,66,68,41,67,63,62,63
Emmanuel Mbende,66,48,39,42,40,62,79
Hildeberto Pereira,66,85,58,59,72,62,74
Mathieu Cafaro,66,77,66,64,72,44,60
Brahim Konaté,66,63,44,61,65,66,62
Martin Bukata,66,64,45,62,68,60,62
Lucas Galvão,66,75,49,58,64,65,70
Aleksandar Kovačević,66,68,51,62,62,64,71
Marco Tagbajumi,66,80,64,48,63,21,76
Sinan Bakış,66,51,62,48,59,29,67
Ahmed Yousef Zain,66,78,60,59,67,58,62
Dejan Dražić,66,74,55,62,69,35,52
Farshad Noor,66,73,58,63,66,60,67
Halil Ibrahim Sönmez,66,80,63,59,67,35,65
Joshua Emmanuel,66,80,33,56,65,63,73
Daniele Mignanelli,66,80,44,55,65,57,63
Osvaldo Rodríguez,66,69,47,57,66,65,60
Bright Enobakhare,66,83,60,57,70,27,63
Nicolás Benedetti,66,68,59,65,64,43,56
Dael Fry,66,66,29,38,44,67,66
Cristian Dajome,66,78,60,57,67,18,64
Mads Pedersen,66,84,41,58,65,58,56
Sergi Guardiola,66,62,65,50,67,27,66
João Góis,66,71,39,50,63,68,58
David Kiki,66,75,51,59,64,64,72
Ángel,66,79,58,57,64,62,64
Michael Perlak,66,68,59,63,67,41,56
Alan Moreno,66,72,35,56,62,66,68
Michel Vlap,66,59,53,58,70,37,63
Daniel Alexis Castillo,66,66,63,64,66,45,71
Tim Skarke,66,77,62,59,67,29,49
Łukasz Sekulski,66,81,62,39,65,24,70
Ahmet Engin,66,78,56,58,67,26,56
Olivier Myny,66,82,62,60,66,29,62
Jano,66,64,49,63,59,63,66
Joseph Amoah,66,73,51,61,71,53,55
Agustín Doffo,66,72,57,66,65,27,47
Georgiy Melkadze,66,74,60,61,67,53,72
Ali Awaji,66,85,68,55,68,26,62
Abdulrahman Al Obaid,66,80,58,61,63,60,67
Javi Jiménez,66,82,28,59,64,62,62
Fabian Kalig,66,65,42,44,51,66,68
Fitim Azemi,66,79,63,54,65,44,66
Romuald Lacazette,66,76,54,60,63,63,76
Daniel Cardoso,66,68,33,43,51,68,68
Kenneth Paal,66,79,49,63,71,62,63
Lukas Gugganig,66,65,52,52,46,67,69
Lukas Fröde,66,52,48,58,59,62,75
Luciano Ospina,66,54,23,35,37,63,78
Almir Soto,66,57,60,55,61,68,72
Keshi Anderson,66,77,67,45,61,22,50
Marvin Johnson,66,89,52,60,69,38,58
Stijn Spierings,66,57,48,65,70,42,64
Joel Andersson,66,81,45,60,65,59,65
Tropi,66,62,51,61,55,64,60
Theoson Jordan Siebat...,66,67,66,53,59,27,65
Pedro Monteiro,66,33,30,40,40,66,75
Kevin van Veen,66,53,68,47,63,22,66
Marko Poletanović,66,53,64,65,65,60,66
César Carrillo,66,65,41,59,61,64,67
Denis Gómez,66,73,55,59,69,31,57
Berkan Emir,66,72,46,56,59,67,61
Léiner Escalante,66,74,63,51,69,21,65
Saad Abdul-Salaam,66,80,28,54,59,64,76
Fatai Alashe,66,63,42,52,62,63,77
Pablo Aguilar,66,71,55,56,62,64,54
Uygar Zeybek,66,74,59,65,73,39,61
Aron Elís Þrándarson,66,73,59,60,68,53,68
Andrea Favilli,66,70,62,39,64,18,59
Adrián Arregui,66,70,56,55,63,65,75
Mohamed Fares,66,74,61,62,68,35,62
Sean Davis,66,64,56,66,64,61,66
Clavería,66,59,62,54,59,66,61
Florian Miguel,66,69,49,60,63,65,71
Ángel González,66,80,56,55,68,34,59
Michalis Bakakis,66,74,56,64,67,61,65
Reece Oxford,66,72,33,50,52,65,67
Moussa Niakhaté,66,66,42,58,62,63,75
Maximilian Dittgen,66,80,57,56,67,28,63
Burak Camoglu,66,83,35,57,70,59,55
Kingsley Ehizibue,66,82,62,60,64,63,72
Marlon Frey,66,60,48,58,62,67,66
Víctor Dávila,66,71,55,62,67,32,48
José Luis Moreno,66,57,27,38,43,64,74
Stiven Vega,66,69,26,50,61,66,70
Babacar Gueye,66,71,64,40,56,19,70
David Zulu,66,73,64,46,65,23,56
Walmer Pacheco,66,87,39,52,58,59,58
Daniel Crowley,66,72,56,65,71,38,56
Bonke Innocent,66,61,52,55,64,63,76
Grégory Berthier,66,72,59,65,64,29,61
Anthony Jackson-Hamel,66,78,63,45,59,24,69
Carlos Blanco,66,50,39,51,52,66,67
Mario Šitum,66,74,62,62,67,29,52
Emiliano Tellechea,66,71,58,64,64,60,70
Yeimar Gómez Andrade,66,48,29,38,38,63,78
Jefferson Gómez,66,57,30,42,58,65,73
Mauricio Tévez,66,83,60,62,70,25,58
Yann,66,67,58,64,72,43,52
Taras Romanchuk,66,64,62,63,58,64,68
Nicolás Stefanelli,66,75,67,57,71,21,57
Kristoffer Ajer,66,75,58,62,62,64,74
Tyronne Ebuehi,66,87,40,49,63,62,69
Alejandro Márquez,66,63,46,60,68,68,76
Damián Martínez,66,74,55,57,64,62,68
Sergi Canós,66,73,64,59,71,44,62
Hamilton Pereira,66,70,60,64,66,60,78
Juan Cámara,66,73,64,68,69,48,47
Damian van Bruggen,66,65,43,46,53,64,69
Özgür Özdemir,66,61,48,52,51,63,79
Deian Boldor,66,49,29,45,49,66,68
Mehmet Taş,66,67,50,55,63,64,66
Sergey Sukharev,66,63,44,57,60,65,70
Muğdat Çelik,66,78,68,56,67,22,57
Benjaloud Youssouf,66,74,37,56,58,63,61
İlhan Depe,66,78,44,61,71,26,55
Mario Engels,66,75,56,59,68,24,65
Mattia Sprocati,66,74,53,65,70,20,54
Jarosław Kubicki,66,64,50,54,56,63,70
Jarosław Jach,66,70,45,50,56,65,70
Kevin Vermeulen,66,63,63,60,64,58,71
Julius Biada,66,72,69,59,68,35,61
Louis Nganioni,66,76,45,60,66,58,73
Aytaç Kara,66,60,66,57,62,63,81
Ferhat Görgülü,66,60,35,52,54,64,62
Leo Pereira,66,56,35,44,42,66,71
Racine Coly,66,79,27,50,65,61,75
Tobias Pachonik,66,74,48,58,63,63,69
Bady,66,69,60,65,68,38,51
Mauro Manotas,66,77,63,53,67,31,65
Yelko Pino,66,63,56,65,70,45,40
Justen Glad,66,60,27,49,46,66,66
